j,10_palabras_mas_comunes
cat_09e3852,"monitor, led, samsung, 110v, 220v, hdmi, negro, full, 1080p, vga"
cat_09e574c,"anilina, auto, butacas, colibri, cuero, muebles, pintura, ropa, teñir, tinta"
cat_09e7c53,"juego, juntas, motor, r11, r18, r19, renault, amiant, audi, besta"
cat_09ed878,"branco, brastemp, capa, com, horizontal, par, puxador, refrigerador, chapaghetti, chapaguri"
cat_09f0d78,"dvd, gravador, drive, externo, usb, leitor, slim, preto, dell, portátil"
cat_09f23a5,"ubiquiti, antena, 5ghz, airgrid, cpe, dbi, wireless, 23dbi, kit, mbps"
cat_0a058a3,"1kg, inox, lentilha, polimento, tam"
cat_0a06d29,"cruzeta, dodge, eixo, kit, ram, semi, bucha, coluna, dire, hyundai"
cat_0a0a2a5,"ajustable, ballena, ortopédica, rodillera, rótula, soporte"
cat_0a0cdbc,"acero, cuadrado, ficha, foot, negro, pedal, plug, square, tattoo"
cat_0a15c1f,"puerta, puertas, aluminio, pvc, alto, blanca, cedro, hierro, oferta, placard"
cat_0a1711f,"banqueta, taburete, desayunador, barra, bar, alta, cocina, tolix, banquetas, silla"
cat_0a17590,"ficha, macho, blanco, toma, 32a, aplicar, base, electricos, hembra, industrial"
cat_0a17aa9,"papel, rollos, 30m, cameratta, doble, higiénico, hoja, loi, blanco, funda"
cat_0a19ffc,"guitarra, black, strato, caps, cordas, duncan, jackson, seymour, affinity, américa"
cat_0a1af5d,"tamp, bagagito, porta, preto, gol, com, cord, carpete, fox, kit"
cat_0a2013e,"pin, freio, reparo, pist, f250, jogo, traseira, daily, fusca, pinos"
cat_0a30871,"bicicleta, camara, bikes, auto, kiowa, rod, rodado, works, cámara, 24x1"
cat_0a323b0,"alto, anti, brilho, cetim, charmousse, frizz, fronhas, par, seda"
cat_0a33ee0,"beb, musical, tapete, atividades, piano, villa, verde, rosa, cadeira, cadeirinha"
cat_0a3f8d1,"paso, motor, 16v, chevrolet, k4m, megane, original, renault, zafira, gol"
cat_0a4ae67,"50ml, bisnaga, combustível, diesel, diferencial, filtro, mbio, molykote, original, ranger"
cat_0a4f76e,"vst, plugins, mac, win, windows, completo, cole, completa, fabfilter, gera"
cat_0a5631c,"calefaccion, calefactor, ecosport, fiesta, ford, max, radiador"
cat_0a573e6,"disjuntor, motor, siemens, 3rv2021, 4da10, 63a, 65a, diferencial, easy9, interruptor"
cat_0a59a59,"afinador, clip, viol, guitarra, cromático, ukulele, baixo, cromatico, digital, piano"
cat_0a602b5,"chuteira, society, campo, futsal, cr7, infantil, botinha, promo, adulto, cano"
cat_0a67dd4,"acondicionado, aire, cañeria, mangueras, megane, original"
cat_0a7c2b5,"metro, term, com, analógico, higr, digital, forno, alta, barista, base"
cat_0a97a39,"cooler, ps3, slim, super, cech, chave, interno, kit, playstation, séries"
cat_0a9ae3b,"doble, mensula, riel, 2mt, enganche, 35cm, 37cm, 2mts, reforzado, todoestantes"
cat_0aa12dc,"camelbak, hidrata, mochila, refil, reservatório, litro, água"
cat_0aa35a9,"chomba, golflab, caballero, footjoy, golf, nike, rosa, solo"
cat_0aa4f27,"mochila, notebook, dell, escolar, essential, hasta, laptop, preta, usb, viagem"
cat_0aa6990,"bicicleta, cubre, funda, impermeable, lluvia, moto, netdeventas, total"
cat_0ab6a1a,"crf, eixo, honda, original, pinh"
cat_0abce11,"bidim, manta, telhado, vp50, véu, impermeabilizacao, branca, ccb, importado, metros"
cat_0ac0a42,"dvd, fat, leitor, one, xbox"
cat_0adc1c5,"gravador, bios, eprom, programador, soic8, ch341, ch341a, flash, usb, alicate"
cat_0ae9054,"advanced, eléctrico, líquido, mosquito, mosquitos, noches, raid, repelente, xiaomi"
cat_0ae9d03,"barra, estabilizadora, traseira, tucson, após, celta, classic, com, corsa, elba"
cat_0aea4ce,"pantalla, tactil, camara, stereo, bluetooth, estereo, android, caska, corolla, gps"
cat_0aeff01,"frutos, grs, matcha, otros, patagonia, polvo, rojos, tea, vainilla, verde"
cat_0af40ca,"bielas, junta, kit, motor, popa, rolamentos, yamaha"
cat_0af62b4,"125khz, acceso, control, em4100, proximidad, rfid, tarjeta, x10"
cat_0afd568,"epson, lumens, powerlite, projetor, 3lcd, bivolt, proje, s41, x41"
cat_0aff738,"blanco, cono, hilo, juki, negro, uruguay, yardas"
cat_0b02d26,"coifa, depurador, parede, suggar, 90cm, inox, slim, 60cm, 110v, 220v"
cat_0b080a4,"tarot, leitura, perguntas, astral, carta, cartas, consulta, mapa, objetivas, amarra"
cat_0b0e526,"lambda, mix, moto, sonda, titan"
cat_0b1b3fe,"300ml, alcohol, dispensador, envase, gel, jabón, nuevo"
cat_0b25989,"pavio, velas, 22cm, especial, pacote, 100un, com, full, 18cm, altura"
cat_0b26cdc,"base, jaulas, mdf, pajaro, recta, unidades"
cat_0b2acc3,"skate, longboard, base, truck, 10mm, 25mm, 30mm, 8cm, 95a, amortecedor"
cat_0b2fcae,"universal, lnb, caixa, kit, cftv, cabo, lnbf, simples, led, original"
cat_0b39c9d,"bicicleta, estuche, kit, llaves, parche, reparacion, solucion"
cat_0b3a22d,"faja, modelador, bombacha, lobalupo, modeladora, parto, post, reductora, 22cm, abdomen"
cat_0b3ceef,"feij, fotografia, newborn, posicionadores, props"
cat_0b4c1c7,"porta, mesa, madeira, canto, sapateira, maci, mts, palito, com, redonda"
cat_0b4e360,"rotula, inferior, kit, 4x2, argentina, brazos, d22, duna, f100, fiat"
cat_0b5871a,"juegos, game, family, consola, incluidos, super, bit, clasicos, estilo, mario"
cat_0b5931b,"220v, 50d, brasil, corte, cut, máquina, plasma"
cat_0b600f3,"remera, hombre, manga, camiseta, calza, equipo, larga, medias, oslo, piel"
cat_0b69cb5,"caja, jabón, pan, seiseme"
cat_0b6fc56,"bateria, carregador, 12v, carro, moto, automotivo, bivolt, auxiliar, partida, cv10"
cat_0b7ff6e,"aquecedor, piscina, litros, até, bivolt, ions, mil, auto, com, elétrico"
cat_0b87ea7,"decilo, latas, mate, materas, set"
cat_0baa7cc,"livro, libro, book, historia, and, centro, nuevo, que, dura, derecho"
cat_0bada4b,"bandana, len, bandanas, ref, kit, preto, branco, estampas, fitness, rock"
cat_0bb5233,"carteles, cultivos, indicadores, marcadores, plantas, sucu"
cat_0bb8767,"conservadora, cartera, dúo, freezable, fridge, gel, insulina, keepcold, lunchera, luncheras"
cat_0bc9a1d,"remos, garantia, madera, par, pies, reforzados, kayak, piraguas, precio, semana"
cat_0be8fc9,"alcohol, gel, entrega, extendido, horario, inmediata, litro"
cat_0c0e16b,"bandeja, chip, gaveta, sim, suporte, card, galaxy, slot, a20, a30"
cat_0c252d0,"retificador, regulador, original, titan, voltagem, 250r, 300r, bis, bross, carros"
cat_0c25810,"adaptador, nes, nintendo"
cat_0c2c00e,"colchonete, academia, yoga, tapete, pilates, fitness, ginástica, eva, escola, ginastica"
cat_0c33f57,"lavatorio, combo, ducha, griferia, bidet, baño, juego, monocomando, set, grifería"
cat_0c432c3,"61x22cm, banheira, banho, beb, caneta, colorida, colorir, cores, inflável, piscininha"
cat_0c4db26,"auriculares, bluetooth, clicshop, inalámbricos, microsd, p47"
cat_0c6960d,"accord, homocinética, honda, junta"
cat_0c69ece,"pista, afx, auto, ayrton, eléctrico, fast, mclaren, senna, tyco, vintage"
cat_0c6c0da,"retentor, mbio, tulipa, diferencial, eixo, lateral, semi, traseiro, caixa, 10x14mm"
cat_0c79ebe,"suplemento, gatos, avert, cápsulas, comprimidos, ograx, condroplex, kit, vitamínico, 10mg"
cat_0c7ae7d,"abotoadura, dourado, estuche, feminina, luxo, masculina, necessaire, oferta, organizador, relevo"
cat_0c7e686,"placas, kit, decorativas, mdf, quadros, frases, vintage, bebidas, 20x30, decorativos"
cat_0c8a524,"gel, 50gr, dessensibilizante, promo, 30g, 4x1, blackout, extra, facilit, forte"
cat_0c8f0e7,"gopro, suporte, hero, microfone, pro, capacete, kit, adaptador, caixa, tripé"
cat_0c95972,"futebol, gol, bola, brinquedo, com, cones, conjunto, golzinho, infantil, jogo"
cat_0c9847d,"fiat, montana, pace, pick, saveiro, strada, toro, transbike"
cat_0c9c0dd,"batea, maciza, madera, navidad, paraíso, porta, regalo, vinilos"
cat_0cba2b9,"12v, gel, bateria, 7ah, alarma, cabo, for, recargable, ups, 10x"
cat_0cbc1ad,"madera, abaco, calculos, cubo, didactico, didáctico, encastre, infantil, juego, juguete"
cat_0cc460d,"impress, acabamento, corte, faca, trianglelab, arquivos, brinde, marvel, pack, stl"
cat_0cc4ad7,"carga, controlador, solar, pwm, painel, 30a, usb, lcd, automático, regulador"
cat_0cc60a6,"unidade, ótica, com, hd850, novo, outros, sanyo, sd9070, toshiba, dl3eg"
cat_0cccf2b,"apartamento, gatos, janela, kit, prote, rede, tela"
cat_0cd53cb,"mochila, mujer, urbana, original, impermeable, everlast, notebook, escolar, grande, antirrobo"
cat_0ce8061,"injetor, bico, bicos, kit, gol, flex, 16v, injetores, jogo, novo"
cat_0ceec33,"capa, lavar, máquina, roupas, maquina, zíper, 12kg, eletrolux, com, 11kg"
cat_0d0512f,"medalla, sarmiento, septimbre"
cat_0d0a691,"chaleco, molle, tactico, táctico, antipunzantes, body, placas, policial, pouch, rescue"
cat_0d0f059,"mosquet, pet, trava, 50x, 8cm, 8x80, academia, kit, mosquetao, pilates"
cat_0d13d81,"bag, core, crossfit, 10kg, bolsa, bulgarian, búlgara, cibermonday, entren, funcional"
cat_0d13fa1,"1cajax, diskette, imation, made, oferta, unidades"
cat_0d16bbc,"com, bicos, biscoito, biscoitos, caseiro, churros, confetaria, cortador, faz, fazer"
cat_0d19bdd,"descartável, tnt, gramatura, jaleco, longa, manga, máscara, accu, algod, camada"
cat_0d1c81b,"controle, máquina, pedal, trocad, válvula"
cat_0d28ddf,"control, remoto, seg, ppa, electrico, porton, botones, copiador, motor, automatico"
cat_0d3a8f3,"vidro, lente, traseira, camera, original, redmi, xiaomi, moto, mera, tela"
cat_0d440da,"barba, bigode, cabelo, cabo, cavalo, cerdas, escova, naturais, alinhador, modelador"
cat_0d698d1,"mesa, relógio, digital, parede, data, temperatura, alarme, pilha, led, lelong"
cat_0d6e7ea,"acampamento, guepardo, inflável, lazer, leve, smart, travesseiro"
cat_0d6f4cc,"bota, imobilizadora, longa, ortopedica, artipé, bilateral, comfort, contra, curta, curto"
cat_0d7efaa,"dsc, cabo, usb, sony, cyber, shot, 15fs, dcr, digital, es65"
cat_0d8214e,"papel, trituradora, 80h, alimentacion, asf80, automatica, destructora, documentos, dvd, royal"
cat_0d92efa,"ataque, defesa, lanterna, light, recarregável, tática"
cat_0dae3f3,"tablero, 12v, adaptador, cargador, celular, fas, gps, soporte, toma, usb"
cat_0db790c,"faixa, paraguaia"
cat_0dbc79f,"abra, adeira, nylon, kit, enforca, gato, unidades, com, inox, 5mm"
cat_0dbcef3,"artesanal, beerman, cerveza, levadura"
cat_0dc1832,"tierra, abonada, fértil, fertil, oferta, lts, 40dm3, 50lts, arhumus, bolsas"
cat_0dc7bc3,"alcohol, gel, litros, antibacterial, neutro, unidades, aroma, desinfecta, frutilla, pack"
cat_0dcd5c6,"cola, bond, branca, tek, 100g, adesivo, slime, extra, instant, até"
cat_0dcfcc1,"fas, full, antiparras, enduro, motocross, motos, pro, tork, abierto, air"
cat_0de05fd,"molde, máquina, email, corel, costura, modelagem, pdf, agulhas, com, galoneira"
cat_0de38b2,"parlante, auricular, h440, lte, speaker, spirit, altavoz, buzer, buzzer, g531"
cat_0de5374,"10w, 3e3, alambre, ohm, resistencia, unid"
cat_0dee1d2,"abdominal, roda, aparelho, revoflex, rolo, xtreme, wheel, exercise, exercicio, exercicios"
cat_0df91c6,"caja, fibrofacil, x10, cajita, dulcero, grande, mdf, unicornio, unid, acrilicos"
cat_0df9c20,"tapete, pilates, yoga, com, mat, bolsa, estampa, fitness, pvc, rosa"
cat_0df9fc0,"cg150, honda, original, reten, tapa, titan, tornillo, valvula"
cat_0e02422,"cera, depila, fácil, papel, 50m, aloe, anvisa, avental, depilatórias, depimiel"
cat_0e03201,"aromatizador, difusor, umidificador, nico, ultrass, led, com, 500ml, kit, elétrico"
cat_0e0c4b4,"doble, elegante, higienico, hoja, marca, mts, papel, rollos"
cat_0e16861,"boca, alcohol, descartable, gel, 10u, absorbex, adulto, cubre, extras, femeninas"
cat_0e25e34,"capas, kit, almofada, almofadas, capa, decorativas, zíper, com, cores, promo"
cat_0e29da5,"cañas, java, saxo, soprano, vandoren"
cat_0e2f57d,"fritadeira, óleo, sem, 110v, preta, fryer, prata, mondial, air, elétrica"
cat_0e37b3a,"avent, bpa, esterilizador, free, mamadeira, microondas"
cat_0e390a6,"cadena, linga, moto, bicicleta, llaves, 120cm, 25mm, acerada, acero, auto"
cat_0e3bdf9,"banco, gato, automotivo, cachorro, dobravel, impermeavel, protetor, capa, carro, guia"
cat_0e45877,"protetor, tomada, bco, bebe, chave, choque, contra, seguran, crian, ilumi"
cat_0e4854e,"cabo, conta, giro, metro, ml125, tac, turuna125"
cat_0e4a8a7,"125mm, 650kg, abajo, aplicación, auto, bora, camioneta, cubre, derecho, film"
cat_0e5ae13,"altura, elevador, fina, invisible, muy, talonera, plantilla"
cat_0e5b482,"cabo, metros, telefone, cord, fio, vias, 100un, 30metros, branco, cable"
cat_0e6973d,"acero, base, bijouterie, bolitas, cubo, dado, embutidores, engomadas, insumos, joyeria"
cat_0e736ec,"parafusadeira, adaptador, bit, extensor, furadeira, graus, jogo, 10p, 13mm, 4mm"
cat_0e75f31,"switch, nintendo, jig, pokemon, shield, shiny, sword, cart, online, 6iv"
cat_0e8cbc5,"g27, g29, jaditek, logitech, simple, soporte, volante"
cat_0e9221a,"sif, estágios, fácil, limpa, sifonador, aquarios, aquários, com, full, registro"
cat_0e935c7,"bandeira, barcos, brasil, 20x33, ado, alcan, antenas, lanchas, mastro, mastros"
cat_0e95a17,"masa, doh, hasbro, play, juego, duravit, set, torre, infantiles, bromista"
cat_0ea0b10,"faldón, fiesta, kinetic, paragolpe, puertas, sedan, trasero"
cat_0ea2820,"uñas, acryfine, esculpidas, acrilicas, clear, ezflow, kit, acrilico, monomero, 14ml"
cat_0eaadf2,"baby, call, monitor, bebés, san, oferta, bebes, camara, intercomunicador, seguridad"
cat_0eb0d85,"giannini, viola, caipira, viol, capa, acústica, frete, grátis, preta, nylon"
cat_0eb1e95,"acrílico, domama, essence, madeira, migalheira, porta"
cat_0eb25ab,"bateria, 12v, nobreak, apc, selada, sms, elétrica, unipower, 5ah, 9ah"
cat_0eb263d,"fit, sin, uso, wii"
cat_0eb5b1b,"apreski, botas, boulder, hombre, impermeables, nexxt, nieve, ski, fogueo, municion"
cat_0eb83e7,"moto, honda, original, titan, bateria, suporte, protetor, kit, com, yamaha"
cat_0eb9025,"chave, corta, jet, ski, yamaha, circuito, corrente, motor, neo, popa"
cat_0ebfbe2,"75ml, eucasol, just"
cat_0ec73df,"porta, luva, caixa, fusca, original, luvas, par, carat, clipper, ecosport"
cat_0eca0fc,"agrale, m790"
cat_0ecc904,"full, gourmet, juguete, lionels, petit, registradora, supermercado"
cat_0ecedef,"luva, mecanico, multitato, epi, montagem, longa, tricotada, alergia, arrast, par"
cat_0ed9982,"canilla, dispenser, soporte, vidrio, bebidas, colores, dispensador, esponja, frasco, frascos"
cat_0ef4676,"aerosol, apresto, cm3, klaro, unidades, x360"
cat_0f08cba,"reboque, cuica, dupla, freio, schulz, semi, cilindro, gmc, isuzo, mestre"
cat_0f0fa21,"aeromodelo, master, top, 11x7, glow, hélice, mhs, padr, 12x6, 2ccw"
cat_0f1371c,"pestañas, bañados, bigudies, lifting, pelo, promo, talle, pegamento, profesional, ramillete"
cat_0f17d9b,"electrolux, free, frost, geladeira"
cat_0f1b43b,"4ta, envio, garantia, generacion, mp4, nuevo, pantalla"
cat_0f1f5ee,"alfombras, bra, cubre, db39, frontier, iny, jgo, nissan, accesorio, alfombra"
cat_0f22387,"carburador, falcon, holley, anti, base, chevy, collino, ford, juego, juntas"
cat_0f30ee7,"banco, cabo, azul, besta, blazer, dianteira, elétrico, freio, gol, kia"
cat_0f39406,"embreagem, kit, luk, 16v, original, gol, palio, fiat, celta, civic"
cat_0f3adf5,"bal, enfeite, maternidade, mdf, nome, personalizado, porta, gel, higiene, kit"
cat_0f3def2,"antiestática, esd, pin, jogo, plástico, resistente, reta, super, vetus"
cat_0f44a71,"correa, ariston, as600v, as60v, asl700, indesit, lavarropas, ls60v, medida, modelos"
cat_0f469dc,"400grs, bomba, engrasadora, fubral, grasa, inyector, neumatica"
cat_0f47e2a,"gel, álcool, antisséptico, higienizador, alcool, 500ml, litros, kit, gal, unidades"
cat_0f496f4,"agenda, miolo, planner, caderneta, capa, com, dura, personalizada, vacina, diária"
cat_0f56f2e,"display, festa, kit, decora, mickey, mouse, totem, decorativo, halloween, infantil"
cat_0f6b78b,"sab, bolhas, lan, slime, bolinhas, com, fazer, imperdível, líquido, maquina"
cat_0f6c6e1,"farol, milha, kit, par, auxiliar, neblina, led, 24v, jeep, 12v"
cat_0f707f2,"bolha, parabrisa, fum, defletor, honda, moto, modelo, original, alta, nmax"
cat_0f7200c,"conversor, inversor, 12v, 220v, inverter, auto, corriente, 1500w, auxilio, camioneta"
cat_0f79a85,"parabrisa, água, reservatório, tampa, limpador, civic, reservatorio, citroen, original, agua"
cat_0f8431a,"patinete, infantil, rodas, com, luzes, radical, cesta, musical, dobrável, ajustável"
cat_0f84895,"chave, roda, cruz, bocas, estepe, kit, macaco, universal, triangulo, com"
cat_0f87fd8,"cms, gigante, max, oferta, pelusa, potencia, quita, saca"
cat_0f8ff13,"jeringa, agujas, 10cc, 1ml, 29g, coronet, cuerpo, descartable, descartables, hipodermicas"
cat_0f94d27,"colher, ejetor, sorvete, ada, bea, beijinho, brigadeiro, caixa, com, concha"
cat_0fa0570,"spray, pimenta, defesa, pessoal, promo, extra, forte, imobilizante, 60ml, mls"
cat_0fa95cb,"asiento, cerradura, contacto, gilera, llave, smash"
cat_0fab0c0,"branco, kit, 3cubos, aparador, arco, completo, contorno, ferro, luiz, mesa"
cat_0fb8e42,"solda, eletrodo, sem, 1kg, 8mm, arame, gás, uso, mig, revestido"
cat_0fbe6d8,"billetera, hombre, cuero, mujer, herschel, original, gris, modelo, rfid, capacidad"
cat_0fbf0b2,"notebook, cooler, base, suporte, usb, até, com, netbook, laptop, exaustor"
cat_0fd217c,"moldura, 20x30, coroas, decorativo, friends, mágico, nica, olho, pequeno, porta"
cat_0fda957,"acondicionado, aire, btu, inverter, greenwind, wifi, garantía, panavox, total"
cat_0fddb52,"limpador, parabrisa, kit, palheta, traseiro, bosch, dianteiro, palhetas, brisa, original"
cat_0fe77b1,"cama, solteiro, com, colch, infantil, cucheta, carro, móveis, branco, naco"
cat_0ff788a,"beg, carro, estantes, nia, organizador"
cat_0ff85f7,"10m, bricks, plaquetas, revestimento, tijolinho, tijolo, vista"
cat_0ffb4cb,"gato, collar, gatitos, 10g, 3kg, adulto, alimento, antipulgas, azul, care"
cat_0ffd709,"repelente, nico, mosquito, eletr, ratos, mata, inseto, bivolt, espanta, ultrass"
cat_1006c93,"bilhar, sinuca, apas, azul, branco, giz, jogo, kit, mesa, quilo"
cat_100ac18,"pet, gatos, kit, 20ml, otológico, ourofino, desinfetante, gato, herbalvet, jornal"
cat_1011c51,"higi, tapete, nico, unidades, kit, cachorro, lavável, sanitário, canino, nicos"
cat_101b484,"absorbing, color, dual, grip, head, negro, raqueton"
cat_101e420,"cuero, tarjetero, agosti, aluminio, antonia, auto, dinero, documentos, freische, iris"
cat_101ffb2,"chiller, contra, fluxo, mangueira, metros, tubo"
cat_1025606,"mera, wifi, camera, noturna, seguran, espi, intelbras, 720p, externa, antenas"
cat_103f90c,"gin, kit, tanqueray, especiarias, 750ml, dry, nica, garrafa, london, original"
